607;sklep;das;Geschäft;Geschäfte;0;
608;wyjazd służbowy;die;Geschäftreise;Geschäftreisen;0;
609;obszar biznesowy;der;Geschäftsbereich;;0;
610;manager;der;Geschäftsführerin;;0;
611;prezent;das;Geschenk;Geschenke;0;
612;historia;die;Geschichte;brak;0;
613;zdolność do czegoś;das;Geschick;;0;
614;naczynia;das;Geschirr;brak;0;
615;płeć;das;Geschlecht;brak;0;
616;smak/gust;der;Geschmack;;0;
617;społeczeństwo;die;Gesellschaft;;0;
618;społeczeństwo;die;Gesellschaft;;0;
619;twarz;das;Gesicht;Gesichter;0;
620;duch;das;Gespenst;Gespenster;0;
621;rozmowa;das;Gespräch;Gespräche;0;
622;zdrowie;die;Gesundheit;brak;0;
623;promowanie zdrowia;die;Gesundheitsförderung;;0;
624;napoje;das;Getränk;Getränke;0;
625;związek zawodowy;die;Gewerksschaft;;0;
626;burza;das;Gewitter;Gewitter;0;
627;przyzwyczajenie;die;Gewohnheit;Gewohnheiten;0;
628;rachunek rozliczeniowy;das;Girokonto;Girokonten;0;
629;gitara;die;Gitarre;Gitarren;0;
630;szklanka;das;Glas;Gläser;0;
631;szklana kula;die;Glaskugel;;0;
632;zgodnośc/równość;die;Gleichheit;;0;
633;tor;das;Gleis;Gleise;0;
634;telewizor;die;Glotze;Glotzen;0;
635;szczęście;das;Glück;brak;0;
636;szczęściarz;der;Glückliche;;0;
637;uczycie szczęścia;das;Glücksgefühl;;0;
638;szczęśliwy moment;der;Glücksmoment;;0;
639;szczęśliwa moneta;der;Glückspfenning;;0;
640;szczęśliwa świnka;das;Glücksschwein;;0;
641;gratulacje;der;Glückwunsch;Glückwünsche;0;
642;żarówka;die;Glühbirne;Glühbirnen;0;
643;złoto;das;Gold;brak;0;
644;stopień;der;Grad;brak;0;
645;grafika;die;Grafik;Grafiken;0;
646;gram;das;Gramm;brak;0;
647;trawa;das;Gras;brak;0;
648;granica;die;Grenze;Grenzen;0;
649;grypa;die;Grippe;Grippen;0;
650;wielki;der;Große;;0;
651;rozmiar;die;Größe;Größen;0;
652;babcia;die;Großmutter;Großmütter;0;
653;dziadek;der;Großvater;Großväter;0;
654;założyciel;der;Gründer;;0;
655;założenie;die;Gründung;;0;
656;pozdrowienie;der;Gruß;Grüße;0;
657;powitanie;das;Grußwort;;0;
658;pasek;der;Gürtel;Gürtel;0;
659;rzeczoznawca;der;Gutachter;Gutachter;0;
660;dobro;der;Gute;;0;
661;gimnastyka;die;Gymnastik;brak;0;
662;włosy;das;Haar;Haare;0;
663;mięso mielone;das;Hackfleisch;brak;0;
664;port;der;Hafen;Häfen;0;
665;hak/wieszak;der;Haken;;0;
666;połowa;die;Hälfte;Hälften;0;
667;hala;die;Halle;Hallen;0;
668;szyja;der;Hals;Hälse;0;
669;ból gardła;der;Halsschmerz;Halsschmerzen;0;
670;postój;der;Halt;Halte;0;
671;przystanek;die;Haltestelle;Haltestellen;0;
672;hamburger;der;Hamburger;Hamburger;0;
673;młotek;der;Hammer;Hämmer;0;
674;praca ręczna;die;Handarbeit;;0;
675;podręcznik;das;Handbuch;;0;
676;handlowiec;der;Händler;Händler;0;
677;handlarka;die;Händlerin;Händlerinnen;0;
678;działanie/czyn;die;Handlung;;0;
679;torebka;die;Handtasche;Handtaschen;0;
680;ręcznik;das;Handtuch;Handtücher;0;
681;komórka;das;Handy;Handys;0;
682;zbocze;der;Hang;;0;
683;zając;der;Hase;Hasen;0;
684;stolica;die;Haupstadt;Haupstädte;0;
685;dworzec główny;der;Hauptbahnhof;Hauptbahnhöfe;0;
686;danie główne;das;Hauptgericht;Hauptgerichte;0;
687;dom;das;Haus;Häuser;0;
688;prace domowe;die;Hausarbeit;Hausarbeiten;0;
689;zadanie domowe;die;Hausaufgabe;Hausaufgaben;0;
690;wizyta domowa;der;Hausbesuch;;0;
691;gospodyni domowa;die;Hausfrau;Hausfrauen;0;
692;gospodarstwo domowe;der;Haushalt;Haushalte;0;
693;dozorca;der;Hausmeister;Hausmeister;0;
694;numer domu;die;Hausnummer;Hausnummern;0;
695;zwierzę domowe;das;Haustier;Haustiere;0;
696;drzwi wejściowe;die;Haustür;;0;
697;zeszyt;das;Heft;Hefte;0;
698;dom;das;Heim;Heime;0;
699;strony rodzinne;die;Heimat;Heimaten;0;
700;droga powrotna;der;Heimweg;Heimwege;0;
701;ogrzewanie;die;Heizung;Heizungen;0;
702;bohater;der;Held;Helden;0;
703;bohaterka;die;Heldin;Heldinnen;0;
704;kołnierzyk koszuli;der;Hemdkragen;Hemdkragen;0;
705;wyzwanie;die;Herausforderung;Herausforderungen;0;
706;jesień;der;Herbst;Herbste;0;
707;piekarnik;der;Herd;Herde;0;
708;pochodzenie;die;Herkunft;brak;0;
709;pani;der;Herr;Herren;0;
710;produkcja;die;Herstellung;;0;
711;najgłębsze pragnienie;der;Herzenswunsch;;0;
712;siano;das;Heu;;0;
713;hierarchia;die;Hierarchie;;0;
714;pomoc;die;Hilfe;Hilfen;0;
715;pomoce/narzędzia;das;Hilfsmittel;Hilfsmittel;0;
716;niebo;der;Himmel;brak;0;
717;strona świata;die;Himmelsrichtung;Himmelsrichtungen;0;
718;wskazówka;der;Hinweis;Hinweise;0;
719;wskazówka;der;Hinweis;Hinweise;0;
720;hobby;das;Hobby;Hobbys;0;
721;wesele;die;Hochzeit;Hochzeiten;0;
722;podwórze;der;Hof;Höfe;0;
723;wysokość;die;Höhe;Höhen;0;
724;drewno;das;Holz;brak;0;
725;dom z drewna;das;Holzhaus;;0;
726;strona domowa;die;Homepage;brak;0;
727;miód;der;Honig;Honige;0;
728;spodnie;die;Hose;Hosen;0;
729;hotel;das;Hotel;Hotels;0;
730;helikopter;der;Hubschrauber;;0;
731;podkowa;das;Hufeisen;;0;
732;pagórek;der;Hügel;Hügel;0;
733;kura;das;Huhn;Hühner;0;
734;pies;der;Hund;Hunde;0;
735;podatek od psa;die;Hundesteuer;;0;
736;głód;der;Hunger;brak;0;
737;kaszel;der;Husten;Husten;0;
738;kapelusz;der;Hut;Hüte;0;
739;schronisko/szałas;die;Hütte;;0;
740;pomysł;die;Idee;Ideen;0;
741;ignorant;der;Ignorant;Ignoranten;0;
742;czasopismo ilustrowane;die;Illustrierte;;0;
743;szczepienie;die;Impfung;Impfungen;0;
744;indywidualność;die;Individualität;;0;
745;przemysł;die;Industrie;;0;
746;towary przemysłowe;die;Industrieware;;0;
747;zdanie bezokolicznikowe;der;Infinitivsatz;;0;
748;informacja;die;Information;Informationen;0;
749;inżynier;der;Ingenieur;Ingenieure;0;
750;inżynierka;die;Ingenieurin;Ingenieurinnen;0;
751;treść;der;Inhalt;Inhalte;0;
752;punkt treści;der;Inhaltspunkt;;0;
753;inicjatywa;die;Initiative;;0;
754;śródmieście;die;Innenstadt;Innenstädte;0;
755;wyspa;die;Insel;Inseln;0;
756;narzędzie;das;Instrument;Instrumente;0;
757;zainteresowanie;das;Interesse;Interessen;0;
758;wykrzyknik;die;Interjektion;;0;
759;internet;das;Internet;brak;0;
760;wywiad;das;Interview;Interviews;0;
761;kurtka;die;Jacke;Jacken;0;
762;myśliwy;der;Jäger;Jäger;0;
763;rok;das;Jahr;Jahre;0;
764;koniec roku;das;Jahresende;;0;
765;rocznica;der;Jahrestag;Jahrestage;0;
766;pora roku;die;Jahreszeit;Jahreszeiten;0;
767;styczeń;der;Januar;Januare;0;
768;jazz;der;Jazz;brak;0;
769;dżinsy;die;Jeans;Jeans;0;
770;praca;der;Job;Jobs;0;
771;rozmowa kwalifikacyjna;das;Jobinterview;Jobinterviews;0;
772;jogurt;das;Joghurt;Joghurts;0;
773;dziennikarz;der;Journalist;Journalisten;0;
774;dziennikarka;die;Journalistin;Journalistinnen;0;
775;jubileusz;das;Jubiläum;Jubiläen;1;
776;małoletni;der;Jugendliche;Jugendlichen;0;
777;małoletnia;die;Jugendliche;Jugendlichen;0;
778;magazyn młodzieżowy;die;Jugendzeitschrift;;0;
779;lipiec;der;Juli;Julis;0;
780;chłopiec;der;Junge;Jungen;0;
781;młody przedsiębiorca;der;Jungunternehmer;;0;
782;czerwiec;der;Juni;Junis;0;
783;kawa;der;Kaffee;Kaffees;0;
784;kajak;das;Kajak;Kajaks;0;
785;karaluch;die;Kakerlake;;0;
786;kalendarz;der;Kalender;Kalender;0;
787;aparat;die;Kamera;Kameras;0;
788;walka;der;Kampf;;0;
789;kanał;der;Kanal;Kanäle;0;
790;dzbanek;die;Kanne;Kannen;0;
791;stołówka;die;Kantine;Kantinen;0;
792;karnawał;der;Karneval;brak;0;
793;karteczka;das;Kärtchen;Kärtchen;0;
794;ziemniak;die;Kartoffel;Kartoffeln;0;
795;pudełko;der;Karton;;0;
796;ser;der;Käse;Käse;0;
797;kasa;die;Kasse;Kassen;0;
798;paragon;der;Kassenzettel;Kassenzettel;0;
799;kasztan;die;Kastanie;Kastanien;0;
800;kategoria;die;Kategorie;;0;
801;kac;der;Kater;brak;0;
802;kot;die;Katze;Katzen;0;
803;sierść kota;das;Katzenhaar;;0;
804;dom handlowy;das;Kaufhaus;Kaufhäuser;0;
805;kaucja;die;Kaution;Kautionen;0;
806;piwnica;der;Keller;Keller;0;
807;kelner;der;Kellner;Kellner;0;
808;kelnerka;die;Kellnerin;Kellnerinnen;0;
809;wiadomość/wiedza;die;Kenntnis;Kenntnisse;0;
810;świeca;die;Kerze;Kerzen;0;
811;keczup;das;Ketchup;Ketchups;0;
812;łańcuch;die;Kette;Ketten;0;
813;łańcuszek;die;Kette;Ketten;0;
814;kilo;das;Kilo;brak;0;
815;kilometr;der;Kilometer;Kilometer;0;
816;dziecko;das;Kind;Kinder;1;
817;praca młodocianych;die;Kinderarbeit;;0;
818;przedszkole;der;Kindergarten;Kindergärten;0;
819;wózek dziecięcy;der;Kinderwagen;Kinderwagen;0;
820;dzieciństwo;die;Kindheit;brak;0;
821;kino;das;Kino;Kinos;0;
822;kiosk;der;Kiosk;Kioske;0;
823;kościół;die;Kirche;Kitchen;0;
824;poduszka;das;Kissen;Kissen;0;
825;skrzynia;die;Kiste;Kisten;0;
826;kiwi;die;Kiwi;Kiwis;0;
827;przejrzystość;die;Klarheit;;0;
828;klasa;die;Klasse;Klassen;0;
829;trzask;der;Klatsch;;0;
830;fortepian;das;Klavier;Klaviere;0;
831;liść koniczyny;das;Kleeblatt;;0;
832;sukienka;das;Kleid;Kleider;0;
833;odzież;der;Kleidung;Kleidungen;0;
834;mała;der;Kleine;Kleinen;0;
835;drobne;das;Kleingeld;brak;0;
836;kliknięcie;der;Klick;Klicks;0;
837;klimatyzacja;die;Klimaanlage;Klimaanlagen;0;
838;klinika;die;Klinik;;0;
839;szczotka klozetowa;die;Klobürste;;0;
840;klub;der;Klub;Klubs;0;
841;knajpa;die;Kneipe;Kneipen;0;
842;kolano;das;Knie;Knie;0;
843;kość;der;Knochen;Knochen;0;
844;kucharz;der;Koch;Koch;0;
845;kucharka;die;Köchin;Köchinnen;0;
846;walizka;der;Koffer;Koffer;0;
847;przyjazd;das;Kommen;;0;
848;komunikacja;die;Kommunikation;brak;0;
849;komplement;das;Kompliment;Komplimente;0;
850;cukierniczka;die;Konditorin;Konditorinen;0;
851;sala konferencyjna;der;Konferenzraum;Konferenzräume;0;
852;konkurent;der;Konkurrent;Konkurrenten;0;
853;konsulat;das;Konsulat;Konsulate;0;
854;kontakt;der;Kontakt;Kontakte;0;
855;konto;das;Konto;Konten;0;
856;durektor generalny;der;Konzernchef;;0;
857;koncert;das;Konzert;Konzerte;0;
858;higiena;die;Köperpflege;brak;0;
859;głowa;der;Kopf;Köpfe;1;
860;kopia;die;Kopie;Kopien;0;
861;koszyk;der;Korb;Körbe;0;
862;ciało;der;Körper;Körper;0;
863;poprawność;die;Korrektheit;;0;
864;trzask;der;Krach;Kräche;0;
865;siła;die;Kraft;;0;
866;szpital;das;Krankenhaus;Krankenhäuser;0;
867;kasa chorych;die;Krankenkasse;;0;
868;pielęgniarz;der;Krankenpfleger;Krankenpfleger;0;
869;pielęgniarka;die;Krankenschwester;Krankenschwestern;0;
870;choroba;die;Krankheit;Krankheiten;0;
871;zwolnienie lekarskie;die;Krankschreibung;Krankschreibungen;0;
872;karta kredytowa;die;Kreditkarte;Kreditkarten;0;
873;koło;der;Kreis;Kreise;0;
874;obieg;der;Kreislauf;;0;
875;krzyżyk;das;Kreuzchen;;0;
876;skrzyżowanie;die;Kreuzung;Kreuzungen;0;
877;kryminał;der;Krimi;Krimis;0;
878;żłób;die;Krippe;Krippen;0;
879;kuchnia;die;Küche;Küchen;0;
880;ciasto;der;Kuchen;Kuchen;0;
881;kula;die;Kugel;Kugeln;0;
882;długopis;der;Kugelschreiber;Kugelschreiber;0;
883;krowa;die;Kuh;Kühe;0;
884;lodówka;der;Kühlschrank;Kühlschränke;0;
885;kultura;die;Kultur;brak;0;
886;klient;der;Kunde;Kunden;0;
887;artysta;der;Kụ̈nstler;Kụ̈nstler;0;
888;artystka;die;Kụ̈nstlerin;Kụ̈nstlerinnen;0;
889;tworzywo sztuczne;der;Kunststoff;Kunststoffe;0;
890;kurs;der;Kurs;Kurse;0;
891;opłata za kurs;die;Kursgebühr;Kursgebühren;0;
892;prowadząca;die;Kursleiterin;Kursleiterinnen;0;
893;wybrzeże;die;Küste;Küsten;0;
894;ładowarka;das;Ladegerät;Ladegeräte;0;
895;sklep;der;Laden;Läden;0;
896;sytuacja;die;Lage;Lagen;0;
897;magazyn;das;Lager;Läger;0;
898;ognisko;die;Lagerfeuer;;0;
899;lampa;die;Lampe;Lampen;0;
900;kraj;das;Land;Länder;0;
901;mapa;die;Landkarte;Landkarten;0;
902;krajobraz;die;Landschaft;Landschaften;0;
903;lądowanie;die;Landung;Landungen;0;
904;rolnik;der;Landwirt;;0;
905;nuda;die;Langweile;;0;
906;laptop;der;Laptop;Laptops;0;
907;hałas;der;Lärm;brak;0;
908;samochód ciężarowy;der;Lastwagen;;0;
909;napęd;das;Laufwerk;;0;
910;nastrój;die;Laune;Launen;0;
911;dźwięk;der;Laut;Laute;0;
912;głośnik;der;Lautsprecher;Lautsprecher;0;
913;życie;das;Leben;Leben;0;
914;dziedzina życia;der;Lebensbereich;;0;
915;styl życia;die;Lebensform;;0;
916;radosć życia;die;Lebensfreude;;0;
917;artykuły spożywcze;das;Lebensmittel;Lebensmittel;0;
918;legwan;der;Leguan;;0;
919;nauczyciel;der;Lehrer;Lehrer;0;
920;trup;die;Leiche;Leichen;0;
921;pasja;die;Leidenschaft;;0;
922;rezultat;die;Leistung;Leistungen;0;
923;drabina;die;Leiter;Leitern;0;
924;kierownik;der;Leiter;;0;
925;główna zasada;der;Leitsatz;Leitsätze;0;
926;zarząd;die;Leitung;Leitungen;0;
927;woda z wodociągu;das;Leitungswasser;;0;
928;lekcja;die;Lektion;Lektionen;0;
929;czytanie;das;Lesen;;0;
930;opinia czytelnika;die;Lesermeinung;;0;
931;światło;das;Licht;Lichte;0;
932;kochanie;der;Liebling;Liblinge;0;
933;piosenka;das;Lied;Lieder;0;
934;usługi dostawcze;der;Lieferservice;brak;0;
935;dostawa;die;Liegerung;;0;
936;winda;der;Lift;;0;
937;linia;die;Linie;Linien;0;
938;litr;der;Liter;brak;0;
939;samochód ciężarowy;der;Lkw;Lkws;0;
940;dziura;das;Loch;Löcher;0;
941;łyżka;der;Löffel;Löffel;0;
942;roziązanie;die;Lösung;Lösungen;0;
943;kupon totolotka;der;Lottoschein;;0;
944;kłamstwo;die;Lüge;Lügen;0;
945;ochota;die;Lust;brak;0;
946;luksusowy hotel;das;Luxushotel;Luxushotels;0;
947;wykonalnośc;die;Machbarkeit;;0;
948;dziewczynka;das;Mädchen;Mädchen;0;
949;smacznego;die;Mahlzeit;Mahlzeiten;0;
950;maj;der;Mai;Maie;0;
951;raz;das;Mal;Male;0;
952;mama;die;Mama;Mamas;0;
953;kierownictwo;das;Management;Managements;0;
954;mężczyzna;der;Mann;Männer;0;
955;zespół;die;Mannschaft;Mannschaften;0;
956;opona;der;Mantel;Mäntel;0;
957;bajka;das;Märchen;Märchen;0;
958;rynek;der;Markt;Märkte;0;
959;hala targowa;die;Markthalle;Markthallen;0;
960;dżem;die;Marmelade;Marmeladen;0;
961;marzec;der;März;Märze;0;
962;maszyna;die;Maschine;Maschinen;0;
963;wymiar;das;Maß;Maße;0;
964;działanie;die;Maßnahme;Maßnahmen;0;
965;materiał;das;Material;Materialien;0;
966;mur;die;Mauer;Mauern;0;
967;murarz;der;Maurer;Maurer;0;
968;mysz;die;Maus;Mäuse;0;
969;lekarstwo;das;Medikament;Medikamente;0;
970;medycyna;die;Medizin;brak;0;
971;morze;das;Meer;Meere;0;
972;mąka;das;Mehl;brak;0;
973;pogląd;die;Meinung;Meinungen;0;
974;mistrz;der;Meister;Meister;0;
975;urząd meldunkowy;die;Meldebehörde;Meldebehörden;0;
976;ilość;die;Menge;Mengen;0;
977;stołówka studencka;die;Mensa;Mensas;0;
978;człowiek;der;Mensch;Menschen;0;
979;menu;das;Menü;Menüs;0;
980;cecha;das;Merkmal;;0;
981;masza/targi;die;Messe;Messen;0;
982;nóż;das;Messer;Messer;0;
983;metal;das;Metall;Metalle;0;
984;metr;der;Meter;Meter;0;
985;sklep mięsny;die;Metzgerei;Metzgereien;0;
986;wynajęty samochód;das;Mietauto;Mietautos;0;
987;czynsz;die;Miete;Mieten;0;
988;najemca;der;Mieter;Mieter;0;
989;najemczyni;die;Mieterin;Mieterinnen;0;
990;migrant;der;Migrant;brak;0;
991;mikrofon;das;Mikrofon;Mikrofone;0;
992;mleko;die;Milch;brak;0;
993;milion;die;Million;Millionen;0;
994;pole minowe;das;Minenfeld;Minenfelder;0;
995;minuta;die;Minute;Minuten;0;
996;pracownik;der;Mitarbeiter;Mitarbeiter;0;
997;pracownica;die;Mitarbeiterin;Mitarbeiterinnen;0;
998;współlokator;der;Mitbewohner;Mitbewohner;0;
999;członek;das;Mitglied;Mitglieder;0;
1000;południe;der;Mittag;Mittage;0;
1001;obiad;das;Mittagessen;Mittagessen;0;
1002;środek;die;Mitte;Mitten;0;
1003;informacja;die;Mitteilung;Mitteilungen;0;
1004;środa;der;Mittwoch;Mittwoche;0;
1005;mebel;das;Möbel;Möbel;0;
1006;sklep meblowy;das;Möbelgeschäft;Möbelgeschäfte;0;
1007;moda;die;Mode;Moden;0;
1008;możliwość;die;Möglichkeit;Möglichkeiten;0;
1009;chwila;der;Moment;Momente;0;
1010;miesiąc;der;Monat;Monate;0;
1011;bilet miesięczny;das;Monatsticket;Monatstickets;0;
1012;poniedziałek;der;Montag;Montage;0;
1013;motorower;das;Moped;Mopeds;0;
1014;jutro;der;Morgen;brak;0;
1015;skuter;der;Motoroller;Motoroller;0;
1016;motocykl;das;Motorrad;Motorräder;0;
1017;młyn;der;Mühle;Mühlen;0;
1018;śmieci;der;Müll;brak;0;
1019;wywóz śmieci;die;Müllabfuhr;Müllabfuhren;0;
1020;młynarz;der;Müller;Müller;0;
1021;pojemnik na śmieci;die;Mülltonne;Mülltonnen;0;
1022;usta;der;Mund;Münder;0;
1023;moneta;die;Münze;Münzen;0;
1024;muzeum;das;Museum;Museen;0;
1025;musical;das;Musical;brak;0;
1026;muzyka;die;Musik;brak;0;
1027;muzyk;der;Musiker;Musiker;0;
1028;muzyczka;die;Musikerin;Musikerinnen;0;
1029;mięsień;der;Muskel;Muskeln;0;
1030;musli;das;Müsli;Müsli;0;
1031;matka;die;Mutter;Mütter;0;
1032;czapka;die;Mütze;Mützen;0;
1033;sąsiad;der;Nachbar;Nachbarn;0;
1034;sąsiadka;die;Nachbarin;Nachbarinnen;0;
1035;popyt;die;Nachfrage;Nachfragen;0;
1036;korepetycja;die;Nachhilfe;Nachhilfen;0;
1037;popołudnie;der;Nachmittag;Nachmittage;0;
1038;nazwisko;der;Nachname;Nachnamen;0;
1039;informacja;die;Nachricht;Nachrichten;0;
1040;deser;die;Nachspeise;Nachspeisen;0;
1041;noc;die;Nacht;Nächte;0;
1042;niekorzyść;der;Nachteil;Nachteile;0;
1043;deser;der;Nachtisch;Nachtische;0;
1044;dowód;der;Nachweis;Nachweise;0;
1045;igła;die;Nadel;;0;
1046;gryzoń;das;Nagetier;;0;
1047;bliskość;die;Nähe;brak;0;
1048;artykuł spożywczy;das;Nahrungsmittel;Nahrungsmittel;0;
1049;imię;der;Name;Namen;0;
1050;miska;der;Napf;;0;
1051;nos;die;Nase;Nasen;0;
1052;natura;die;Natur;brak;0;
1053;nawigacja;das;Navigationsgerät;Navigationsgeräte;0;
1054;mgła;der;Nebel;Nebel;0;
1055;bratanek;der;Neffe;Neffen;0;
1056;sieć;das;Netzwerk;Netzwerke;0;
1057;Nowy Rok;das;Neujahr;brak;0;
1058;siostrzenica;die;Nichte;Nichten;0;
1059;niepalący;der;Nichtraucher;;0;
1060;rzeczownik;das;Nomen;Nomina;0;
1061;północ;der;Norden;brak;0;
1062;bieda/kłopot;die;Not;Nöte;0;
1063;lekarz dyżurny;der;Notarzt;Notärzte;0;
1064;izba przyjęć;die;Notaufnahme;Notaufnahmen;0;
1065;ocena;die;Note;Noten;0;
1066;pilna potrzeba;der;Notfall;Notfälle;0;
1067;telefon alarmowy;der;Notruf;Notrufe;0;
1068;listopad;der;November;November;0;
1069;makaron;die;Nudel;Nudeln;0;
1070;zero;die;Null;Nullen;0;
1071;numer;die;Nummer;Nummern;0;
1072;orzech;die;Nuss;Nüsse;0;
1073;pożytek/korzyść;der;Nutzen;;0;
1074;piętro;das;Obergeschoss;Obergeschosse;0;
1075;owoce;das;Obst;brak;0;
1076;ciasto owocowe;der;Obstkuchen;Obstkuchen;0;
1077;piec/piekarnik;der;Ofen;;0;
1078;godizny otwarcia;die;Öffnungszeit;Öffnungszeiten;0;
1079;ucho;das;Ohr;Ohren;0;
1080;październik;der;Oktober;Oktober;0;
1081;babcia;die;Oma;Omas;0;
1082;wujek;der;Onkel;Onkel;0;
1083;dziadek;der;Opa;Opas;0;
1084;pomarańcz;die;Orange;Orangen;0;
1085;segregator;der;Ordner;Ordner;0;
1086;porządek;die;Ordnung;brak;0;
1087;oryginał;das;Original;Originale;0;
1088;miejsce;der;Ort;Orte;0;
1089;wschód;der;Osten;brak;0;
1090;wielkanoc;das;Ostern;brak;0;
1091;bałtyk;die;Ostsee;brak;0;
1092;ocean;der;Ozean;Ozeane;0;
1093;para;das;Paar;Paare;0;
1094;paczka;das;Päckchen;Päckchen;0;
1095;opakowanie;die;Packung;Packungen;0;
1096;paczka;das;Paket;Pakete;0;
1097;usługa kurierska;der;Paketdienst;Paketdienste;0;
1098;awaria;die;Panne;Pannen;0;
1099;tata;der;Papa;Papas;1;
1100;papier;das;Papier;Papiere;0;
1101;chusteczka higieniczna;das;Papiertaschentuch;;0;
1102;perfumy;das;Parfüm;Parfüme;0;
1103;park;der;Park;Parks;0;
1104;miejsce parkingowe;der;Parkplatz;Parkplätze;0;
1105;imiesłów;das;Partizip;Partizipien;0;
1106;partner;der;Partner;Partner;0;
1107;partnerka;die;Partnerin;Partnerinnen;0;
1108;impreza;die;Party;Partys;0;
1109;paszport;der;Pass;Pässe;0;
1110;przechodzień;der;Passant;Passanten;0;
1111;hasło;das;Passwort;Passwörter;0;
1112;pacjent;der;Patient;Patienten;0;
1113;przerwa;die;Pause;Pausen;0;
1114;pech;das;Pech;Peche;0;
1115;pieszy;der;Pendler;;0;
1116;osoba;die;Person;Personen;0;
1117;personel;das;Personal;brak;0;
1118;dział kadr;die;Personalabteilung;Personalabteilungen;0;
1119;kierownik HR;der;Personalchef;Personalchefs;0;
1120;patelnia;die;Pfanne;Pfannen;0;
1121;naleśnik;der;Pfannkuchen;Pfannkuchen;0;
1122;pieprz;der;Pfeffer;brak;0;
1123;roślina;die;Pflanze;Pflanzen;0;
1124;plaster;das;Pflaster;Pflaster;0;
1125;opieka;die;Pflege;;0;
1126;zawód pielęgniarski;der;Pflegeberuf;;0;
1127;obowiązek;die;Pflicht;Pflichten;0;
1128;łapa;die;Pfote;Pfoten;0;
1129;kałuża;die;Pfütze;;0;
1130;fizyka;die;Physik;brak;0;
1131;fizjoterapeuta;der;Physiotherapeut;Physiotherapeuten;0;
1132;piknik;das;Picknick;Picknicks;0;
1133;grzyb;der;Pilz;Pilze;0;
1134;pizza;die;Pizza;Pizzas;0;
1135;pizzeria;die;Pizzeria;Pizzerien;0;
1136;samochód osobowy;der;Pkw;Pkws;0;
1137;plakat;das;Plakat;Plakate;0;
1138;plan;der;Plan;Pläne;0;
1139;plastik;das;Plastik;brak;0;
1140;talerz;die;Platte;Platten;0;
1141;platforma;die;Plattform;Plattformen;0;
1142;miejsce;der;Platz;Plätze;0;
1143;polityk;die;Politik;brak;0;
1144;polityk;der;Politiker;Politiker;0;
1145;policja;die;Polizei;Polizeien;0;
1146;policjant;der;Polizist;Polizisten;0;
1147;farma kucyków;der;Ponyhof;;0;
1148;porcja;die;Portion;Portionen;0;
1149;pozytyw;das;Positive;;0;
1150;poczta;die;Post;Posten;0;
1151;kartka pocztowa;die;Postkarte;Postkarten;0;
1152;kod pocztowy;die;Postleitzahl;Postleitzahlen;0;
1153;praktyka;das;Praktikum;Praktika;0;
1154;prezentacja;die;Präsentation;Präsentationen;0;
1155;praktyka;die;Praxis;brak;0;
1156;cena;der;Preis;Preise;0;
1157;życie prywatne;das;Privatleben;;0;
1158;problem;das;Problem;Probleme;0;
1159;program;das;Programm;Programme;0;
1160;projekt;das;Projekt;Projekte;0;
1161;procent;das ;Prozent;Prozente;0;
1162;egzamin;die;Prüfung;Prüfungen;0;
1163;sweter;der;Pullover;Pullover;0;
1164;pompa;die;Pumpe;Pumpen;0;
1165;punkt;der;Punkt;Punkte;0;
1166;punktualność;die;Pünktlichkeit;brak;0;
1167;lalka;die;Puppe;Puppen;0;
1168;metr kwadratowy;der;Quadratmeter;Quadratmeter;0;
1169;jakość;die;Qualität;Qualitäten;0;
1170;rower;das;Rad;Räder;0;
1171;radio;das;Radio;Radios;0;
1172;nadawca radiowy;der;Radiosender;;0;
1173;wycieczka rowerowa;die;Radtour;Radtouren;0;
1174;trawnik;der;Rasen;;0;
1175;golenie;die;Rasur;;0;
1176;ratusz;das;Rathaus;Rathäuser;0;
1177;rada;der;Ratschlag;Ratschläge;0;
1178;zagadka;das;Rätsel;Rätsel;0;
1179;zeszyt z krzyżówkami;das;Rätselheft;;0;
1180;palacz;der;Raucher;Raucher;0;
1181;zakaz palenia;das;Rauchverbot;;0;
1182;pokój;der;Raum;Räume;0;
1183;statek kosmiczny;das;Raumschiff;;0;
1184;rzeczywistość;die;Realität;;0;
1185;szkoła realna;die;Realschule;Realschulen;0;
1186;rachunek;die;Rechnung;Rechnungen;0;
1187;mowa;die;Rede;;0;
1188;gumka do ścierania;der;Rediergummi;Rediergummis;0;
1189;referat;das;Referat;Referate;0;
1190;refren;der;Refrain;;0;
1191;regał;das;Regal;Regale;0;
1192;reguła;die;Regel;Regeln;0;
1193;deszcz;der;Regen;brak;0;
1194;region;die;Region;Regionen;0;
1195;bogacz;der;Reiche;;0;
1196;opona;der;Reifen;brak;0;
1197;rząd/szereg;die;Reihe;Reihen;0;
1198;kolejność;die;Reihenfolge;Reihenfolgen;0;
1199;dom szeregowy;das;Reihenhaus;;0;
1200;pralnia;die;Reinigung;Reinigungen;0;
1201;ryż;der;Reis;brak;0;
1202;podróż;die;Reise;Reisen;0;
1203;biuro podróży;das;Reisebüro;Reisebüros;0;
1204;przewodnik;der;Reiseführer;Reiseführer;0;
1205;cel podróży;das;Reiseziel;Reiseziele;0;
1206;religia;die;Religion;Religionen;0;
1207;emeryt;der;Rentner;Rentner;0;
1208;emerytka;die;Rentnerin;Rentnerinnen;0;
1209;naprawa;die;Reparatur;Reparaturen;0;
